Index,CID,URL (Small),"URL (Large, Watermarked)",Tags
266,54911837,https://t3.ftcdn.net/jpg/00/54/91/18/240_F_54911837_lmDPfX95Jg7NFg2wV6Pk1AABF6EmsNCT.jpg,https://as2.ftcdn.net/jpg/00/54/91/18/1000_F_54911837_lmDPfX95Jg7NFg2wV6Pk1AABF6EmsNCT.jpg,spaß;sommer;freizeit;frisby;frisbee;aktiv;frisbie;strand;meer;wasser;urlaub;scheibe;spielen;spiel;lebensstil;fliegen;glück;gesund;person;bewegung;glücklich;sport;freude;lächeln;energie;erholung;genießen;erwachsen;sportlich;sonne;teller;werfen;kunststoff;aktivität;außen;grün;sand;mensch;hintergrund;junger;himmel;fangen;mann;männlich;jung;sandig;braun;bunt. blau;kaukasisch
267,61994634,https://t3.ftcdn.net/jpg/00/61/99/46/240_F_61994634_3uvBLg6l877RhkmqbRQIs9LLhKOwD007.jpg,https://as2.ftcdn.net/jpg/00/61/99/46/1000_F_61994634_3uvBLg6l877RhkmqbRQIs9LLhKOwD007.jpg,fun;run;joy;sea;pet;dog;sand;ears;jump;cute;play;nose;stick;white;sweet;black;doggy;funny;young;beach;puppy;water;sandy;happy;mammal;yellow;active;poland;friend;baltic;french;lovely;canine;nature;little;animal;outdoor;scenery;outside;bulldog;charming;activity;champion;portrait;adorable;domestic;happiness;disc;flying;frisbee
268,115100072,https://t3.ftcdn.net/jpg/01/15/10/00/240_F_115100072_50yRWkQ6bNMLBdbn3Cyc33Eh9wZ65iK0.jpg,https://as2.ftcdn.net/jpg/01/15/10/00/1000_F_115100072_50yRWkQ6bNMLBdbn3Cyc33Eh9wZ65iK0.jpg,hund;frisbee;spielen;beschäftigung;outdoor;freizeit;wiese;frech;border collie;hütehund;hundespiel;freudig
269,37650629,https://t3.ftcdn.net/jpg/00/37/65/06/240_F_37650629_EJMkIav2HfDCeU1GgtChL3YCyz0Vs1jw.jpg,https://as2.ftcdn.net/jpg/00/37/65/06/1000_F_37650629_EJMkIav2HfDCeU1GgtChL3YCyz0Vs1jw.jpg,active;activity;beach;beautiful;beauty;body;boy;boyfriend;carefree;catch;frisbee;fun;happiness;hot;love;male;man;motion;ocean;outdoors;people;play;sand;sea;sexy;suit;summer;summertime;swim;swimsuit;vacation;water;young
270,104050674,https://t3.ftcdn.net/jpg/01/04/05/06/240_F_104050674_7G2GPkHgH8OAkZBOHLLRPHeVeo2bz9ww.jpg,https://as2.ftcdn.net/jpg/01/04/05/06/1000_F_104050674_7G2GPkHgH8OAkZBOHLLRPHeVeo2bz9ww.jpg,beach;group;young;fun;boy;race;day;adult;walking;people;youth;girl;men;sunset;carefree;running;mixed;friends;leisure;hands;seaside;happiness;friendship;teamwork;enjoy;summer;embraced;team;women;lifestyle;multiracial;person;together;multiethnic;sky;crowd;beautiful;nature;happy;children;kids;little;family;parents;daughter;umbrella;frisbee;guitar;bag;yellow
271,69368131,https://t3.ftcdn.net/jpg/00/69/36/81/240_F_69368131_wPd98VFvJfEIuPdVH5H0uz3mvLHkGeg2.jpg,https://as2.ftcdn.net/jpg/00/69/36/81/1000_F_69368131_wPd98VFvJfEIuPdVH5H0uz3mvLHkGeg2.jpg,dog;frisbee;collie;border;catching;playing;animal;white;nature;green;disc;agility;jumping;grass;black;speed;action;competition;fast;fur;flying;canine;air;high;happy;jump;sport;joy;park;field;pet;playful;free;skill;effort;behavior;courage;beautiful;young;cute;play;fun
272,61524063,https://t3.ftcdn.net/jpg/00/61/52/40/240_F_61524063_bnFw2A42T3Xt8yXkAlvmwYmEJKi8Hhhi.jpg,https://as2.ftcdn.net/jpg/00/61/52/40/1000_F_61524063_bnFw2A42T3Xt8yXkAlvmwYmEJKi8Hhhi.jpg,family;father;son;vacation;dad;boy;child;father and son;holiday;adult;caucasian;coast;coastline;daddy;kid;man;ocean;outdoor;parent;parenting;people;sea;seaside;summer;together;two;white;young;little;shore;tropical;exotic;cheerful;enjoyment;joy;beach;sand;caribbean;authentic;real;fun;game;frisbee;playing;playful;active;activity;throwing;recreation;summertime
273,54228178,https://t3.ftcdn.net/jpg/00/54/22/81/240_F_54228178_U1D2JIYez7a02N1VbV3ZEfIzcPbWDA9Y.jpg,https://as2.ftcdn.net/jpg/00/54/22/81/1000_F_54228178_U1D2JIYez7a02N1VbV3ZEfIzcPbWDA9Y.jpg,dog;play;catch;jump;border;disc;fetch;plastic;animal;frisbee;ambition;stud;fly;determination;fur;courage;skillful;skill;balance;precision;tossing;effort;young;focus;high;speed;playful;ferocius;joy;competition;loyalty;incredible;agility;collie;canine;nature;thrill;game;action;fast;air;perfection;pet;green
274,114455800,https://t3.ftcdn.net/jpg/01/14/45/58/240_F_114455800_hrpdOPOWceOHDls0l2HGYI3PblB9TFO0.jpg,https://as2.ftcdn.net/jpg/01/14/45/58/1000_F_114455800_hrpdOPOWceOHDls0l2HGYI3PblB9TFO0.jpg,amerikaanse staffordshire terrier;amstaff;frisbee;blij;blond;canine;dier;gespierd;gezond;goud;goudkleurig;hond;honden;huisdier;kaken;kortharig;lief;zee;strand;zand;mooi;mooi weer;nat;pitbull;speelt;spelen;stafford;tanden;teef;speels;trouw;vrolijk;water;zon;zonlicht;zonnige dag;zwarte neus;zwemmen;zwemt;riet;boot
275,54293162,https://t3.ftcdn.net/jpg/00/54/29/31/240_F_54293162_NXhGSsXxUXN2utCs5fO9ez0Q03GGuOi7.jpg,https://as2.ftcdn.net/jpg/00/54/29/31/1000_F_54293162_NXhGSsXxUXN2utCs5fO9ez0Q03GGuOi7.jpg,guy;boy;ball;camp;kids;girl;look;enjoy;small;three;group;sport;happy;flower;active;summer;people;female;frisby;inside;lovely;little;frisbee;friends;leisure;outside;playing;smiling;healthy;primary;student;playful;journey;frisbie;children;portrait;laughing;outdoors;together;cheerful;caucasian;lifestyle;education;attractive;recreation;5-6 years;elementary age
276,53763230,https://t3.ftcdn.net/jpg/00/53/76/32/240_F_53763230_xRE0pJCyoCDQc0Db5UJNVu4664aOycEl.jpg,https://as2.ftcdn.net/jpg/00/53/76/32/1000_F_53763230_xRE0pJCyoCDQc0Db5UJNVu4664aOycEl.jpg,spaß;sommer;freizeit;frisby;frisbee;aktiv;frisbie;strand;meer;wasser;urlaub;scheibe;spielen;spiel;lebensstil;fliegen;glück;gesund;person;bewegung;glücklich;sport;freude;lächeln;energie;erholung;genießen;erwachsen;sportlich;sonne;teller;werfen;kunststoff;aktivität;außen;grün;sand;mensch;hintergrund;junger;himmel;fangen;mann;männlich;jung;sandig;braun;bunt. blau;kaukasisch
277,64322371,https://t3.ftcdn.net/jpg/00/64/32/23/240_F_64322371_Vyqr4oRXeRVyi4KxwHERWAjLCydrfFX0.jpg,https://as2.ftcdn.net/jpg/00/64/32/23/1000_F_64322371_Vyqr4oRXeRVyi4KxwHERWAjLCydrfFX0.jpg,mid adult;man;male;caucasian;child;boy;happy;smiling;cheerful;coastline;shore;summertime;holidays;ocean;sea;beach;waves;water;sunny;bright;vacation;sand;playing;frisbee;father;son;family;together;relationship;hand;holding;showing;screen;display;tablet computer;touchscreen;digital tablet;tablet pc;tablet
278,108797230,https://t3.ftcdn.net/jpg/01/08/79/72/240_F_108797230_0Gp26tiKwpG3I9IEaS3ozZHQOXwcvxzm.jpg,https://as2.ftcdn.net/jpg/01/08/79/72/1000_F_108797230_0Gp26tiKwpG3I9IEaS3ozZHQOXwcvxzm.jpg,hund;frisbee;action;apportieren;blumenwiese;border collie;bunter hund;frühling;haustier;in bewegung;löwenzahn;natur;rassehund;rennend;spielt;tier;wiese
279,84254493,https://t3.ftcdn.net/jpg/00/84/25/44/240_F_84254493_LuT9IwOclZg1eb51HbM3czfrkcEETZzf.jpg,https://as2.ftcdn.net/jpg/00/84/25/44/1000_F_84254493_LuT9IwOclZg1eb51HbM3czfrkcEETZzf.jpg,hund;strand;hund am strand;apportieren;frisbee;hund mit frisbee;neufundländer;bootshund;rettungshund;großer hund;hund im schaumteppich;hundesport;kuschelhund;hund im schaum;meeresschaum;bär;nordsee;niederlande;freizeit
280,98424298,https://t3.ftcdn.net/jpg/00/98/42/42/240_F_98424298_5yxoqrA8TQ5DvIy8NeU2wQ0QJMSJ5fA1.jpg,https://as2.ftcdn.net/jpg/00/98/42/42/1000_F_98424298_5yxoqrA8TQ5DvIy8NeU2wQ0QJMSJ5fA1.jpg,wurfscheibe;spielen;sommer;stehen;freizeitsport;frisbee;gemeinsam;spaß;reise;reisen;verreisen;ferien;urlaub;sand;himmel;strand;sandstrand;draußen;badestrand;werfen;fangen;mensch;frisbeespieler;frisbeespielerin;badekleidung;gegenüber;cadiz;el puerto de santa maria;frau;mann;jung;europäisch;paar;spanien;andalusien
281,60606296,https://t3.ftcdn.net/jpg/00/60/60/62/240_F_60606296_guU8ifIrZAPOkjf3AzFkVJaoar9KEXfk.jpg,https://as2.ftcdn.net/jpg/00/60/60/62/1000_F_60606296_guU8ifIrZAPOkjf3AzFkVJaoar9KEXfk.jpg,dog;berger;blanc;suisse;swiss;shepherd;white;pet;animal;nature;winter;snow;activity;run;jump;frisbee
282,116284110,https://t3.ftcdn.net/jpg/01/16/28/41/240_F_116284110_MFfWDZPgsSe2FvOXMcb3iDpoxA4zmdLy.jpg,https://as2.ftcdn.net/jpg/01/16/28/41/1000_F_116284110_MFfWDZPgsSe2FvOXMcb3iDpoxA4zmdLy.jpg,frisbee;action;playful;boy;fun;play;enjoy;frisbie;activity;carefree;cheerful;game;flying;disc;kid;joyful;sport;preschooler;motion;leisure;little;child;outdoor;beach;playing;throwing;active;recreation
283,57508186,https://t3.ftcdn.net/jpg/00/57/50/81/240_F_57508186_ji6zoeZrQ0rXRe0HslaB97kvNUCa1kFb.jpg,https://as2.ftcdn.net/jpg/00/57/50/81/1000_F_57508186_ji6zoeZrQ0rXRe0HslaB97kvNUCa1kFb.jpg,activity;adorable;animal;background;breed;brightly;canine;catch;close;collie;competition;cute;dog;doggy;domestic;exercising;flying;frisbee;fun;fur;grass;green;haired;joy;jump;lassie;life;lit;mammal;nature;no people;outdoors;park;pedigreed;pet;playing;pooch;purebred;red;relaxation;rough-collie;scottish;scottish-shepherd;sheepdog;shepherd;speed;sport;summer;white;young
284,88915250,https://t3.ftcdn.net/jpg/00/88/91/52/240_F_88915250_2NtJ4OWxB9rktCVrUXQsAkdo9Mt8qmtj.jpg,https://as2.ftcdn.net/jpg/00/88/91/52/1000_F_88915250_2NtJ4OWxB9rktCVrUXQsAkdo9Mt8qmtj.jpg,golf;disc;frisbee;outdoor;nature;target;park;play;sport;equipment;leisure;outside;game;recreation;course;hobby;recreational;throw;toss;frolf;people;beautiful;young;basket;happy;goal;aiming;coordination;disk;glory;glorious;point;score;form;hipster;hip;twilight time
285,41294577,https://t3.ftcdn.net/jpg/00/41/29/45/240_F_41294577_KGMkMhcgChWKFs7E0v01SCNtu887D2ZO.jpg,https://as2.ftcdn.net/jpg/00/41/29/45/1000_F_41294577_KGMkMhcgChWKFs7E0v01SCNtu887D2ZO.jpg,shoes;beach;frisbee;tennis;ball;sport;sun;dunes;sea;fun;play;activity;game;sporty;recreation;active;exercise;summer;vacation;holiday;ocean;sand;portrait;morning;blue;water;beautiful;sky;resort;tropical;outdoor;leisure;yellow;travel;lifestyle;peaceful;sunny;clouds;scenic;coast;coastline;marine;shore;dune;seashore;warm;hot;day
286,85771180,https://t3.ftcdn.net/jpg/00/85/77/11/240_F_85771180_S7NjJMASU98P5pisWskbbOM1NVXBMksf.jpg,https://as2.ftcdn.net/jpg/00/85/77/11/1000_F_85771180_S7NjJMASU98P5pisWskbbOM1NVXBMksf.jpg,dog;pet;animal;mammal;pinscher;sports;competitions;contests;jump;frisbee;fauna;training;drive;fly;grass;stadium;canine;catch;fall
287,58863133,https://t3.ftcdn.net/jpg/00/58/86/31/240_F_58863133_Cuap6QCNJpVli7T2DwDExoqExBEL0oG3.jpg,https://as2.ftcdn.net/jpg/00/58/86/31/1000_F_58863133_Cuap6QCNJpVli7T2DwDExoqExBEL0oG3.jpg,active;activity;adorable;animal;baby animal;black;branch;bulldog;canine;champion;charming;cute;dog;doggy;domestic;ears;french;friend;funny;happiness;happy;joy;jump;little;lovely;mammal;nature;nose;outdoor;outside;park;pet;play;poland;portrait;puppy;recreation;scenery;white;beach;baltic;sea;sand;sandy;hand;reaching;woman;frisbee;flying;disc
288,119942537,https://t3.ftcdn.net/jpg/01/19/94/25/240_F_119942537_EWdn4wgVxKbZrQ9YLn7a83GeCeBKhakl.jpg,https://as2.ftcdn.net/jpg/01/19/94/25/1000_F_119942537_EWdn4wgVxKbZrQ9YLn7a83GeCeBKhakl.jpg,girl;young;kid;sport;frisbee;nature;disc;plastic;throwing;catch;activity;forest;healthy;lifestyle;skill;grass;leisure;green;standing;motion;summer;fly;looking;weekend;game;play;trees;outdoor;training;fun;active rest;orange;warm;one;child
289,66495741,https://t3.ftcdn.net/jpg/00/66/49/57/240_F_66495741_9AvrWSHxewskglkYMdKJg5DxxNK8LxDK.jpg,https://as2.ftcdn.net/jpg/00/66/49/57/1000_F_66495741_9AvrWSHxewskglkYMdKJg5DxxNK8LxDK.jpg,active;activity;adult;attractive;beautiful;beauty;carefree;catch;disc;female;field;flying;frisbee;fun;games;girl;girlfriend;green;happiness;healthy;holiday;hot;motion;outdoors;people;person;play;pretty;red;sexy;sport;summer;summertime;sunny;throw;trees;vertical;woman;young
290,69180352,https://t3.ftcdn.net/jpg/00/69/18/03/240_F_69180352_JmSTjdsuhXpfop1aqHRAPNzMQmxZbKml.jpg,https://as2.ftcdn.net/jpg/00/69/18/03/1000_F_69180352_JmSTjdsuhXpfop1aqHRAPNzMQmxZbKml.jpg,boy;vacation;child;holiday;caucasian;coast;kid;ocean;outdoor;people;sea;seaside;summer;white;young;little;shore;seashore;tropical;cheerful;enjoyment;joy;beach;sand;caribbean;authentic;real;fun;game;frisbee;playing;playful;active;activity;throwing;recreation;summertime;flying disk
291,109111467,https://t3.ftcdn.net/jpg/01/09/11/14/240_F_109111467_WcUaQSy4VFF4XulkM8Wu2wiJczc28OQV.jpg,https://as2.ftcdn.net/jpg/01/09/11/14/1000_F_109111467_WcUaQSy4VFF4XulkM8Wu2wiJczc28OQV.jpg,familie;frisbee;werfen;sport;spielen;sommer;strand;draußen;kind;sand;meer;ferien;sommerferien;spaß;urlaub;familienurlaub;see;freizeit;reisen;lifestyle;glücklich;mutter;vater;frau;mann;mädchen;eltern;tochter;sommerurlaub;liebe;lächeln;lachen;beziehung;freude;freudig;jung;im freien;gemeinsam;zusammen;glück;positiv;leute
292,84338024,https://t3.ftcdn.net/jpg/00/84/33/80/240_F_84338024_aOLMkQsO4TA3n8fkw72o4zrmYIu8gQp7.jpg,https://as2.ftcdn.net/jpg/00/84/33/80/1000_F_84338024_aOLMkQsO4TA3n8fkw72o4zrmYIu8gQp7.jpg,disc;frisbee;flying;throwing;girl;game;hand;white;summer;fun;outdoor;play;playing;caucasian;young;child;sport;activity;playful;woman;people;little;cheerful;vacation;leisure;active;summertime;beautiful;motion;daughter;healthy;holiday;green;happiness;joy
293,52643504,https://t3.ftcdn.net/jpg/00/52/64/35/240_F_52643504_7uDmkCRCEuvmLnNb407cDdFXv0IurMKo.jpg,https://as2.ftcdn.net/jpg/00/52/64/35/1000_F_52643504_7uDmkCRCEuvmLnNb407cDdFXv0IurMKo.jpg,australien;shepherd;welpe;hundewelpe;laufend;wiese;frisbee;blumenwiese;rennen;bewegung;spaß;spielen;spielend;hütehund;hund
294,65198372,https://t3.ftcdn.net/jpg/00/65/19/83/240_F_65198372_YLwYO1lxj6OAo8n8mFRBTjbFP6WrUnNt.jpg,https://as2.ftcdn.net/jpg/00/65/19/83/1000_F_65198372_YLwYO1lxj6OAo8n8mFRBTjbFP6WrUnNt.jpg,aktivität;bäume;frau;freizeit;frisbee;gemeinsamkeit;gemeinsam;herausforderung;hobby;kleid;mädchen;sommer;spaß;fröhlich;lustig;glücklich;sport;wiese;draußen;erholen;fangen;spielen;springen;unbeschwert
295,16928767,https://t3.ftcdn.net/jpg/00/16/92/87/240_F_16928767_plQmn135CJNyualGsIsfkTloqxqaYEvD.jpg,https://as2.ftcdn.net/jpg/00/16/92/87/1000_F_16928767_plQmn135CJNyualGsIsfkTloqxqaYEvD.jpg,frisbee;flying disk;poodle;action;active;animal;breed;canine;carnivore;clever;competition;cute;dog;doggy;domestic;effort;faithful;fast;fetch;horizontal;intelligent;loyal;loyalty;mammal;movement;obedience;obedient;outdoor;pedigree;pedigreed;pet;playful;purebred;purebred dog;show;trained;willing;work
296,53794300,https://t3.ftcdn.net/jpg/00/53/79/43/240_F_53794300_Qr4ot4HalQ2B00z7XLlp7oFeXBwpYkqo.jpg,https://as2.ftcdn.net/jpg/00/53/79/43/1000_F_53794300_Qr4ot4HalQ2B00z7XLlp7oFeXBwpYkqo.jpg,waves;water;vacation;tongue;swim;splash;snout;sky;shore;seaside;sand;run;ridiculous;reflection;puppy;play;pet;ocean;obedient;moody;funny;dog;coast;canine;bulldog;bright;beach;ball;absurd;sea;rhodesian;ridgeback;red;blue;frisbee;active;athletic
297,62897653,https://t3.ftcdn.net/jpg/00/62/89/76/240_F_62897653_mQo4MToVsGr9xYk9sSastfj12OlAphNR.jpg,https://as2.ftcdn.net/jpg/00/62/89/76/1000_F_62897653_mQo4MToVsGr9xYk9sSastfj12OlAphNR.jpg,australian cattle dog;puppy;dog;frisbee;dogdancing;trick;crazy;comic;fun;otudoors;usa;photography
298,34523202,https://t3.ftcdn.net/jpg/00/34/52/32/240_F_34523202_gYtG310LI4l3nsUR7gLsQIaUEtPP7xXe.jpg,https://as2.ftcdn.net/jpg/00/34/52/32/1000_F_34523202_gYtG310LI4l3nsUR7gLsQIaUEtPP7xXe.jpg,action;active;agile;agility;animal;breed;brown;canine;carnivore;clever;competition;cute;dog;doggy;domestic;effort;faithful;fast;frisbee;horizontal;intelligent;loyal;loyalty;mammal;movement;obedience;obedient;one;outdoor;pedigree;pedigreed;pet;playful;purebred;purebred dog;show;trained;willing;work;flying saucer
299,65336935,https://t3.ftcdn.net/jpg/00/65/33/69/240_F_65336935_LHCfRBJMdPJVA1rtjak9yHh183fUA5GM.jpg,https://as2.ftcdn.net/jpg/00/65/33/69/1000_F_65336935_LHCfRBJMdPJVA1rtjak9yHh183fUA5GM.jpg,hund;urlaub;frisbee;fangen;spielen;junge;freund;freundschaft;freizeit;aktiv;bewegung;energie;beißen;beziehung;fit;fitness;fliegen;frei;freiheit;freude;gemeinsam;glück;glücklich;haustier;herrchen;hoffnung;hundehalter;jack russell;leben;liebe;lustig;mann;meer;natur;paar;paradies;sand;scheibe;schnell;schön;sommer;sonne;spaß;sport;springen;strand;tier;wärme;wasser
300,623519,https://t3.ftcdn.net/jpg/00/00/62/35/240_F_623519_ejb7L0NXCikFQZjklHJxyV92uQ5xTd.jpg,https://as2.ftcdn.net/jpg/00/00/62/35/1000_F_623519_ejb7L0NXCikFQZjklHJxyV92uQ5xTd.jpg,basket;billings;competition;course;pioneer;park;disc;equipment;extreme;folf;frisbee;game;golf;golfing;toss;leisure;alternative;montana;nature;outdoors;fling;play;chains;recreation;recreational;reggae;sport;sports;throw;tournament;ultimate;frolf;hole;goal;target
301,30232275,https://t3.ftcdn.net/jpg/00/30/23/22/240_F_30232275_o5murJBgpSgkqrLLbkXYWvFANprG4Exj.jpg,https://as2.ftcdn.net/jpg/00/30/23/22/1000_F_30232275_o5murJBgpSgkqrLLbkXYWvFANprG4Exj.jpg,active;activity;beach;bikini;body;catch;frisbee;fun;girlfriend;happiness;beautiful;beauty;carefree;female;girl;hot;love;motion;ocean;outdoors;people;play;sand;sea;sexy;suit;summer;summertime;swim;swimsuit;vacation;water;woman;young
302,42919092,https://t3.ftcdn.net/jpg/00/42/91/90/240_F_42919092_PTDM6DlAhQaJN8ToWPldKMuPHxi1Xbpn.jpg,https://as2.ftcdn.net/jpg/00/42/91/90/1000_F_42919092_PTDM6DlAhQaJN8ToWPldKMuPHxi1Xbpn.jpg,activity;athletic;beach;beautiful;beauty;disc;exercise;frisbee;fun;game;happiness;happy;healthy;leisure;ocean;outdoors;play;sand;sea;sexy;sky;smiling;sport;suit;summer;summertime;swim;swimsuit;vacation;water;full length;looking away;front view;looking up
303,83649847,https://t3.ftcdn.net/jpg/00/83/64/98/240_F_83649847_YlndtGNbWDXCoMhVNArkXJ1wvYNKhDH6.jpg,https://as2.ftcdn.net/jpg/00/83/64/98/1000_F_83649847_YlndtGNbWDXCoMhVNArkXJ1wvYNKhDH6.jpg,dog;park;activity;playing;outdoors;joy;running;action;flying;animal;fun;grass;catching;motion;sport;pet;tricks;frisbee;skill;collie;canine;behavior;border;game;disc;speed;jumping;excitement;energy;effort;young;high;toy;competition;agility;happy;fast;free;plastic;humor;playful;enjoyment;jump;sky;domestic;nature;field;fur;cheerful;retrieving
304,85015264,https://t3.ftcdn.net/jpg/00/85/01/52/240_F_85015264_173Wm6b1Sbm0jfNwoUq7nAmilQ1q439w.jpg,https://as2.ftcdn.net/jpg/00/85/01/52/1000_F_85015264_173Wm6b1Sbm0jfNwoUq7nAmilQ1q439w.jpg,disc;frisbee;flying;throwing;girl;game;hand;white;summer;fun;outdoor;play;playing;caucasian;young;child;sport;activity;playful;woman;people;little;cheerful;vacation;leisure;active;summertime;beautiful;motion;daughter;healthy;holiday;green;happiness;joy
305,76999160,https://t3.ftcdn.net/jpg/00/76/99/91/240_F_76999160_WIauDEs1yF4qJuiy1XgOoAKqCUF7BSAX.jpg,https://as2.ftcdn.net/jpg/00/76/99/91/1000_F_76999160_WIauDEs1yF4qJuiy1XgOoAKqCUF7BSAX.jpg,dog;frisbee;autumn;play;park;border;collie;run;catch;fly;breed;outdoor;dish;meadow;green;white;lawn;leaf;yellow;pedigree;show;grass;jump;outside;black;funny;friend;energy;catching;up;training;toy;speed;tricks;playful;competition;yard;agility;canine;nature;purebred;pet;game;action;sport;happy;animal;disc;fast
306,68301629,https://t3.ftcdn.net/jpg/00/68/30/16/240_F_68301629_p5SfKfF7ac2TWB5XQ1pdURPNDn8EszZY.jpg,https://as2.ftcdn.net/jpg/00/68/30/16/1000_F_68301629_p5SfKfF7ac2TWB5XQ1pdURPNDn8EszZY.jpg,playground;outdoor;son;leisure;fun;activity;preschool;park;boy;happiness;lively;outside;childhood;joyful;playful;joy;kid;play;child;little;action;happy;children;playing;summer;young;lifestyle;active;recreation;throwing;games;disc;sport;exercising;frisbee;catch;toy
307,34000482,https://t3.ftcdn.net/jpg/00/34/00/04/240_F_34000482_mhkdcZ5CcgmX8wm3u91eqhcU81Z9LHtx.jpg,https://as2.ftcdn.net/jpg/00/34/00/04/1000_F_34000482_mhkdcZ5CcgmX8wm3u91eqhcU81Z9LHtx.jpg,active;activity;adult;attractive;beautiful;beauty;carefree;catch;disc;female;flying;frisbee;fun;games;girl;girlfriend;happiness;healthy;holiday;hot;motion;outdoors;people;person;play;pretty;sexy;sport;summer;summertime;sunny;throw;woman;young;red;green;field;trees;vertical
308,70819567,https://t3.ftcdn.net/jpg/00/70/81/95/240_F_70819567_6SMW2mHWsj5cZZEfCg673rwwvRQA0lBw.jpg,https://as2.ftcdn.net/jpg/00/70/81/95/1000_F_70819567_6SMW2mHWsj5cZZEfCg673rwwvRQA0lBw.jpg,frisbee;disc;playing;throwing;young;fun;park;leisure;sport;outdoor;golf;summer;play;grass;recreation;beach;game;caucasian;activity;man;woman;vacation;people;active;healthy;adult;family;happy;green;friends;throw;sunny;girl;female;outdoors;couple;exercise;catching;recreational;outside;sky;white;motion;background;boy;summertime;person;enjoying;day;flying
309,84338121,https://t3.ftcdn.net/jpg/00/84/33/81/240_F_84338121_zyeZ47qB1hEQJ6tWYQriecgOo6dcxVfn.jpg,https://as2.ftcdn.net/jpg/00/84/33/81/1000_F_84338121_zyeZ47qB1hEQJ6tWYQriecgOo6dcxVfn.jpg,disc;frisbee;flying;throwing;girl;game;hand;white;summer;fun;outdoor;play;playing;caucasian;young;child;sport;activity;playful;woman;people;little;cheerful;vacation;leisure;active;summertime;beautiful;motion;daughter;healthy;holiday;green;happiness;joy
310,90246262,https://t3.ftcdn.net/jpg/00/90/24/62/240_F_90246262_gCtkka3PDPEFIr4ChMVfeZnV65bXOUMu.jpg,https://as2.ftcdn.net/jpg/00/90/24/62/1000_F_90246262_gCtkka3PDPEFIr4ChMVfeZnV65bXOUMu.jpg,boy;frisbee;young;autumn;sport;yellow;foliage;child;forest;fun;park;green;summer;outside;kid;game;activity;achievement;sunny;caucasian;small;holding;childhood;outdoors;cheerful;nature;little;throw;sky;sign;facial;two;recreational;expression
311,84338059,https://t3.ftcdn.net/jpg/00/84/33/80/240_F_84338059_OjwK8Irqnz23TtYSNkMtGGXfGiGbpj53.jpg,https://as2.ftcdn.net/jpg/00/84/33/80/1000_F_84338059_OjwK8Irqnz23TtYSNkMtGGXfGiGbpj53.jpg,disc;frisbee;flying;throwing;girl;game;hand;white;summer;fun;outdoor;play;playing;caucasian;young;child;sport;activity;playful;woman;people;little;cheerful;vacation;leisure;active;summertime;beautiful;motion;daughter;healthy;holiday;green;happiness;joy
312,84338213,https://t3.ftcdn.net/jpg/00/84/33/82/240_F_84338213_EQqHQk5zT1L1rknjK9UvpajeGutEOenS.jpg,https://as2.ftcdn.net/jpg/00/84/33/82/1000_F_84338213_EQqHQk5zT1L1rknjK9UvpajeGutEOenS.jpg,disc;frisbee;flying;throwing;girl;game;hand;white;summer;fun;outdoor;play;playing;caucasian;young;child;sport;activity;playful;woman;people;little;cheerful;vacation;leisure;active;summertime;beautiful;motion;daughter;healthy;holiday;green;happiness;joy
313,89423499,https://t3.ftcdn.net/jpg/00/89/42/34/240_F_89423499_6XzMD1OAeo6hKZAPOPAyR7KOBiT5OIQK.jpg,https://as2.ftcdn.net/jpg/00/89/42/34/1000_F_89423499_6XzMD1OAeo6hKZAPOPAyR7KOBiT5OIQK.jpg,dog;mammal;australian shepherd;frisbee;disc;plates;flying;jogging;jumping;rock;kind of;stadium;sports;activity;employment;training;speed;pressure;altitude;ears;eyes intelligent;intelligence;legs;body;face;fauna;competition;anticipation;figure;grin;missing canine
314,117721299,https://t3.ftcdn.net/jpg/01/17/72/12/240_F_117721299_FwrYr7aobE6OQkBwBG5RsHoo3XTqqy1w.jpg,https://as2.ftcdn.net/jpg/01/17/72/12/1000_F_117721299_FwrYr7aobE6OQkBwBG5RsHoo3XTqqy1w.jpg,throw;man;frisbee;handsome;leisure;fun;activity;happiness;male;active;summer;outside;people;recreation;energy;disk;young;person;motion;play;exercise;game;action;sport;happy;catch;relaxation;throwing;bending;full;length;adult;one;caucasian;smiling;shorts;looking;enjoyment;camera;brunette
315,60606294,https://t3.ftcdn.net/jpg/00/60/60/62/240_F_60606294_yyo8fAxncaoUHMdNW9NfTaGBX9ip8kgx.jpg,https://as2.ftcdn.net/jpg/00/60/60/62/1000_F_60606294_yyo8fAxncaoUHMdNW9NfTaGBX9ip8kgx.jpg,dog;berger;blanc;suisse;swiss;shepherd;white;pet;animal;nature;winter;snow;activity;run;jump;frisbee
316,112737451,https://t3.ftcdn.net/jpg/01/12/73/74/240_F_112737451_NUwsNIo5p1D6rvOeWTOrvh8iYkhhVTQi.jpg,https://as2.ftcdn.net/jpg/01/12/73/74/1000_F_112737451_NUwsNIo5p1D6rvOeWTOrvh8iYkhhVTQi.jpg,summer;spring;meadow;glade;park;grass;green;black;white;red;striped;jeans;pleasure;movement;one;together;friend;curly;lad;boy;outdoor;childhood;child;hand;standing;jump;kid;younger school age;shadow;walk;rest;leisure;free time;vacation devoted;pet;love;nature;young;dexterous;disc;good mood;frisbee;towheaded;flying;dog;faithful
